Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/30/2014,12:30:00,MCP,"5th district, Germantown",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE,SB 355/SHAKESPEARE,39.195725,-77.24480667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,JEEP,GRAND CHEROKEE,"GREEN, DK",Citation,13-411(g),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.195725, -77.2448066666667)"
1/20/2016,15:52:00,MCP,"1st district, Rockville",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,355/ HALPINE RD,39.06208333,-77.12355667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYT,SCION,SILVER,Citation,13-411(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0620833333333, -77.1235566666667)"
1/15/2014,2:13:00,MCP,"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,124/CHRISTOPHER,39.18445667,-77.26285667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVY,MALIBU,WHITE,Citation,21-902(a1),Transportation Article,No,BLACK,M,CLINTON,MD,MD,A - Marked Patrol,"(39.1844566666667, -77.2628566666667)"
10/1/2014,17:10:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N-270 @ DARNESTOWN OVERPASS,39.08676,-77.173455,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,CIVIC  4DR,"GREEN, DK",Citation,13-401(h),Transportation Article,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.08676, -77.173455)"
7/18/2013,22:32:00,MCP,"2nd district, Bethesda",DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,ROCKVILLE PIKE / STRATHMORE AVE,39.03600717,-77.10755703,No,No,No,No,No,No,No,No,No,No,MA,02 - Automobile,2013,FORD,EDGE,RED,Citation,18-106(b),Transportation Article,No,BLACK,F,ASHEVILLE,NC,MD,A - Marked Patrol,"(39.0360071666667, -77.1075570333333)"
8/13/2013,16:55:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,BRIGGS CHANEY RD AT 29SB RAMP,39.08370833,-76.94906833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1989,CADILLAC,DEVILLE,RED,Citation,13-411(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0837083333333, -76.9490683333333)"
8/25/2014,12:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY A CONTROLLED DANGEROUS SUBSTANCE,467 N FREDERICK AVE,39.09862,-77.19763833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,MAZDA,4S,BLACK,Citation,21-902(d1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.09862, -77.1976383333333)"
5/21/2013,21:52:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,CLOPPER/ FIRST FIELD,39.14348,-77.22335,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRY,SU,SILVER,Citation,16-303(c),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.14348, -77.22335)"
5/31/2013,13:05:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,11400 BLK LOCKWOOD DR,39.04153167,-76.987125,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEV,MALIBU,BLACK,Citation,13-411(f),Transportation Article,No,BLACK,M,COLLEGE PARK,MD,MD,A - Marked Patrol,"(39.0415316666667, -76.987125)"
9/30/2013,20:45:00,MCP,"3rd district, Silver Spring","DRIVING, ATTEMPTING) TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",BRIGGS CHANEY RD AT 29,39.08360667,-76.94904,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2008,HYUN,4S,BLUE,Citation,16-101(a),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0836066666667, -76.94904)"
7/26/2013,12:16:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",CONNECTICUT AVE @ EVERTON ST,39.05203167,-77.074925,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,CR-V,WHITE,Citation,16-303(h),Transportation Article,No,WHITE,F,GLENELG,MD,MD,A - Marked Patrol,"(39.0520316666667, -77.074925)"
12/22/2013,4:35:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",OLD GEORGETOWN RD/DEMOCRACY BLVD,39.069395,-77.16195667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HYUNDAI,TIBURON,BLACK,Citation,22-201.1,Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.069395, -77.1619566666667)"
5/26/2014,15:49:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,NEW HAMPSHIRE AVE. @ GOOD HOPE RD.,39.05612,-77.04669833,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,PILOT,GRAY,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MA,A - Marked Patrol,"(39.05612, -77.0466983333333)"
7/15/2013,13:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,WATKINS MILL RD @ TRAVIS AV,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,HOND,CIVIC,WHITE,Citation,21-202(m),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,
5/24/2013,3:57:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,GERMANTOWN RD @ CLOPPER RD,39.15483167,-77.286805,No,No,No,No,No,No,No,No,No,No,WV,02 - Automobile,1994,ACURA,VIGGA,GREEN,Citation,21-204(d),Transportation Article,No,WHITE,M,BERKELEY SPGS,WV,WV,A - Marked Patrol,"(39.1548316666667, -77.286805)"
9/6/2013,19:04:00,MCP,"1st district, Rockville",MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT,DARNESTOWN RD/TRAVILAH,39.09746167,-77.20824667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1989,CHEVROLET,CAPRICE,BLACK,Citation,22-206(a),Transportation Article,No,BLACK,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.0974616666667, -77.2082466666667)"
3/29/2014,8:49:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE/BLUERIDGE AVE,39.04492,-77.04594833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYO,VN,TAN,Citation,21-201(a1),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.04492, -77.0459483333333)"
5/8/2013,1:27:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NEW HAMPSHIRE AVE @ POWDER MILL,39.022425,-76.97672167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,MITSUBISHI,3000GT,MAROON,Citation,13-409(b),Transportation Article,No,BLACK,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.022425, -76.9767216666667)"
11/3/2013,17:16:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 45 MPH ZONE,CONNECTICUT AVE AT DEAN RD,39.07579333,-77.08012833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODGE,CARAVAN,RED,Citation,21-801.1,Transportation Article,No,BLACK,F,ROSEDALE,MD,MD,A - Marked Patrol,"(39.0757933333333, -77.0801283333333)"
4/16/2013,23:02:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,9440 GEORGIA AVE,,,No,No,No,No,No,No,No,No,No,No,CO,02 - Automobile,2007,JEEP,WRANGLER,MAROON,Citation,13-409(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
5/26/2013,20:36:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,UNIVERSITY BLVD E AT LANARK WAY,39.01963613,-77.01384273,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,SCION,TC,BLUE,Citation,13-401(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0196361333333, -77.0138427333333)"
7/12/2013,18:14:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,GEOEGIA AVE/ SLIGO AVE,38.85519545,-76.96404005,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,HONDA,ACCORD DX,WHITE,Citation,21-202(i1),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.85519545, -76.96404005)"
7/21/2013,16:48:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,SB PINEY BRANCH RD @ EB UNIVERSITY BLVD,38.99751667,-76.99404,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,DODGE,CARAVAN,"BLUE, DARK",Citation,21-202(h2),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9975166666667, -76.99404)"
6/12/2014,15:54:00,MCP,"2nd district, Bethesda","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",7904 RIVER RD,38.993195,-77.162885,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2002,VOLKSWAGON,JETTA,BLUE,Citation,16-303(h),Transportation Article,No,HISPANIC,M,WOODBRIDGE,VA,VA,A - Marked Patrol,"(38.993195, -77.162885)"
4/11/2014,11:17:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,1700 UNIVERSITY BLVD W,39.03542833,-77.039735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,COROLLA,SILVER,Citation,13-409(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0354283333333, -77.039735)"
6/7/2013,0:06:00,MCP,"3rd district, Silver Spring",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,UNIVERSITY BLVD E @ PINEY BRANCH RD.,39.000245,-76.9953,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,CIVIC,WHITE,Citation,22-219(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.000245, -76.9953)"
9/14/2013,11:07:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",W DIAMOND AVE @ PERRY PARKWAY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,CIVIC,SILVER,Citation,16-303(h),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,
6/2/2013,13:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE WHILE UNDERTHE INFLUENCE OF ALCOHOL PER SE,W370 355 TO 270 HWY,39.14949833,-77.23361167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,NISSAN,QUEST,BLACK,Citation,21-902(a2),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1494983333333, -77.2336116666667)"
5/31/2014,0:34:00,MCP,"2nd district, Bethesda",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE,SB OLD GEORGETOWN RD @ BEECH AVE,39.02094667,-77.12213833,No,No,No,No,No,No,No,No,No,No,VI,02 - Automobile,1986,FORD,MUSTANG,RED,Citation,13-411(g),Transportation Article,No,WHITE,M,OGDENSBURG,NY,NY,A - Marked Patrol,"(39.0209466666667, -77.1221383333333)"
5/24/2013,19:54:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,VEIRS MILL/ GRIDLEY,39.05809347,-77.086241,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYT,4S,SILVER,Citation,22-412.3(b),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0580934666667, -77.086241)"
10/22/2015,17:13:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FREDERICK AVE @ WAKE DR,39.02300833,-77.06900167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUN,GENESIS,SILVER,Citation,21-201(a1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0230083333333, -77.0690016666667)"
10/15/2013,15:11:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 27-103,GEORGIA AVE @ URBANA,39.06121667,-77.05314333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHRY,4S,GRAY,Citation,16-303(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0612166666667, -77.0531433333333)"
8/12/2015,17:46:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA AVE @ PRINCE PHILIP DR,39.14223333,-77.06759667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEV,4D,TAN,Citation,16-112(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1422333333333, -77.0675966666667)"
3/15/2014,3:21:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,CONNECTICUT AVENUE AND BEL PRE RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,E430,BLACK,Citation,16-303(f),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,
8/6/2015,0:42:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,RIVER RD/LITTLE FALLS PKWY,38.984545,-77.094655,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HONDA,ACC,GREEN,Citation,21-902(b1),Transportation Article,Yes,WHITE,F,BOYDS,MD,MD,A - Marked Patrol,"(38.984545, -77.094655)"
1/8/2014,18:09:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,IL495 AT GEORGIA AVE,39.01247585,-77.06281787,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,CIVIC,GRAY,Citation,16-303(c),Transportation Article,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,"(39.01247585, -77.0628178666667)"
9/26/2013,4:25:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GREAT SENECA HWY/KENTLANDS BLVD,,,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,MERCURY,GRAND MARQUIS,GRAY,Citation,16-303(c),Transportation Article,No,BLACK,M,POOLESVILLE,MD,MD,A - Marked Patrol,
7/29/2013,8:19:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SHADY GROVE RD & RT 355,39.12304312,-77.17394085,No,No,No,No,No,Yes,No,Yes,No,No,VA,06 - Heavy Duty Truck,2013,KEN,DUMPTK,RED,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,MANASSAS,VA,VA,L - Motorcycle,"(39.1230431166667, -77.17394085)"
12/31/2013,23:37:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,355 & FAIRBANKS ST,39.06946112,-77.16212392,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,CAMRY,RED,Citation,22-412.2(d),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0694611166667, -77.1621239166667)"
4/25/2014,8:19:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,POOKS HILL RD @ LINDEN AV,39.01420333,-77.10610667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HOND,CRV,BEIGE,Citation,21-201(a1),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0142033333333, -77.1061066666667)"
4/23/2014,10:24:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SB GEORGIA @ COLESVILLE RD,38.996615,-77.02775,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,SCION TC,WHITE,Citation,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,DC,A - Marked Patrol,"(38.996615, -77.02775)"
8/17/2015,16:04:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,270/WOOTTON PKWY,39.06631,-77.15695833,No,No,No,No,No,No,No,No,No,No,PA,05 - Light Duty Truck,2007,LEXU,RX350,WHITE,Citation,21-1124.2(d2),Transportation Article,No,WHITE,F,PALMYRA,PA,PA,A - Marked Patrol,"(39.06631, -77.1569583333333)"
3/8/2014,18:36:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RIVER RD X BURDETTE RD,38.99042,-77.15306,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYT,4S,TAN,Citation,13-411(f),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.99042, -77.15306)"
10/4/2013,8:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADYGROVE RD @ MD 355,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,2S,RED,Citation,13-409(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
5/11/2014,1:06:00,MCP,"4th district, Wheaton","FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED VEH.,OF DAMAGE",SHOREFIELD ROAD/SAWMILL COURT,39.058105,-77.04876167,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1999,TOYOTA,COROLLA,BLUE,Citation,20-105(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.058105, -77.0487616666667)"
4/2/2014,19:39:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,NEWPORT MILL @ DAWSON,39.04532833,-77.06450667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,VOLK,2S,BLUE,Citation,13-411(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,S - License Plate Recognition,"(39.0453283333333, -77.0645066666667)"
2/10/2014,19:02:00,MCP,"4th district, Wheaton",FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,GEORGIA AVE/HEWITT AVE,39.07793667,-77.06922167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,TRK,GRAY,Citation,20-105.1,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0779366666667, -77.0692216666667)"
6/17/2015,1:23:00,MCP,"2nd district, Bethesda",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RIVER RD/FALLS RD,39.02628667,-77.20452667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,AUDI,A4,SILVER,Citation,21-204(b),Transportation Article,No,ASIAN,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.0262866666667, -77.2045266666667)"
2/22/2014,0:22:00,MCP,"3rd district, Silver Spring",FAILURE NOTIFY ADM. ADDRESS CHANGE,COLESVILLE ROAD @ SLIGO CREEK PARKWAY,39.00833333,-77.01893333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HOND,4S,"BLUE, LIGHT",Citation,16-116(a),Transportation Article,No,WHITE,F,PULASKI,VA,VA,A - Marked Patrol,"(39.0083333333333, -77.0189333333333)"
3/1/2014,14:54:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,HOLDRIDGE RD / DENLEY RD,39.06283,-77.05759333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHRYSLER,PT CRUISER,GREEN,Citation,21-201(a1),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06283, -77.0575933333333)"
12/12/2013,16:29:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,N/B NEW HAMPSHIRE AVE/ WOLF DRIVE,39.073555,-77.003445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,LINCOLN,TOWNCAR,GOLD,Citation,16-303(f),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.073555, -77.003445)"
11/9/2013,2:23:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,"N/B I270 AT RT 27 RIDGE RD, 1 MILE NORTH",,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,FORD,FUSION,BLACK,Citation,21-902(b1),Transportation Article,No,WHITE,M,WALDORF,MD,MD,A - Marked Patrol,
3/9/2014,21:32:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,KEMP MILL RD/GLENALLEN AVE,39.05911833,-77.02426667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,CRV,BLACK,Citation,21-707(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0591183333333, -77.0242666666667)"
1/22/2014,21:20:00,MCP,"2nd district, Bethesda",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,ROCKVILLE PIKE AT JONES BRIDGE ROAD,38.99613333,-77.09627167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2002,HOND,TK,BLACK,Citation,13-411(c2),Transportation Article,No,BLACK,M,COMMERCE,GA,GA,A - Marked Patrol,"(38.9961333333333, -77.0962716666667)"
2/23/2014,10:02:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE/ BLUERIDGE AVE,39.04281333,-77.05171667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYOTA,COROLLA,WHITE,Citation,13-401(h),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0428133333333, -77.0517166666667)"
1/25/2014,14:55:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GRANDVIEW AVE @ HENDERSON AVE,39.05089833,-77.05234667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHEVY,EXPRESS,WHITE,Citation,13-409(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0508983333333, -77.0523466666667)"
2/7/2014,8:42:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,EAST GATE DR & LAYHILL RD,39.08578333,-77.04606667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,VOLK,SU,BLACK,Citation,16-112(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0857833333333, -77.0460666666667)"
9/25/2014,17:54:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",COLUMBIA PIKE AND INDUSTRIAL PARKWAY,39.055305,-76.972335,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,HONDA,ACCORD,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,F,CHELTENHAM,MD,MD,A - Marked Patrol,"(39.055305, -76.972335)"
4/18/2014,16:09:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,LAYHILL RD @ BRIGGS RD,39.07012667,-77.04558833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,SEQUOIA,BLACK,Citation,21-1124.2(d2),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0701266666667, -77.0455883333333)"
4/11/2015,23:54:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,BEL PRE RD @ ARCTIC AVE,39.06166167,-77.04862833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,SILVER,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0616616666667, -77.0486283333333)"
